RA	DEC	SNtype	Galtype	mag_g	bar
214.79917  	 24.79525  	   Ib/c pec	 Sbc       	14.18      	           
241.32792  	 43.19503  	   Ia      	NA         	NA         	NA         
201.09463  	 27.57608  	   Ia      	NA         	NA         	NA         
201.32217  	 27.22339  	   Ia      	NA         	NA         	NA         
201.18596  	 27.25756  	   II      	NA         	NA         	NA         
201.38638  	 27.69289  	   Ia      	NA         	NA         	NA         
201.39517  	 27.61739  	   Ia      	NA         	NA         	NA         
230.77629  	 29.65886  	:  Ia      	NA         	NA         	NA         
344.50117  	  6.06344  	   II      	 Sb        	14.13      	B          
332.36567  	 40.98792  	   II      	 Sc        	13.43      	           
176.21238  	 -1.60511  	   II      	 Sb        	14.31      	B          
358.38658  	  8.11739  	   Ia      	 Sb        	14.51      	B          
222.81754  	 58.98417  	   II P    	 Sb        	13.70      	           
307.72533  	 -0.65747  	   Ia      	 Scd       	16.02      	           
  9.46758  	  8.64250  	   II pec  	 Sc        	12.47      	B          
 20.56079  	 34.66981  	   II P    	 Sab       	14.66      	           
320.25721  	  9.18067  	   Ia      	 Sc        	15.14      	           
178.43842  	 52.34911  	   Ia      	 Sc        	10.90      	B          
248.79563  	 46.21403  	   Ic      	 Sbc       	13.68      	B          
195.66292  	 50.44431  	:  II      	 Sc        	13.86      	B          
251.23350  	 51.25717  	   II      	 Sc        	16.35      	           
256.24758  	 23.16839  	   II      	 Sb        	15.54      	           
347.01950  	 28.56836  	   II      	 Sbc       	15.30      	           
 67.68792  	  0.87164  	   Ia      	 Sab pec   	12.47      	           
 33.00179  	 31.54550  	   Ia      	 Sb        	15.84      	           
 27.96283  	  6.29094  	   Ia      	 Sc        	12.86      	           
109.01717  	 64.70547  	:  II      	 Sbc       	13.03      	           
357.76229  	 27.18211  	   Ia pec  	NA         	NA         	NA         
 37.57342  	  1.06567  	   II P    	NA         	NA         	NA         
325.59858  	 12.49747  	   Ib/c    	 Sc        	15.06      	           
 21.34542  	 34.02514  	   Ia      	 Sc pec    	13.71      	B          
 74.25108  	 -4.76117  	   Ia      	 Sc        	13.89      	           
346.23658  	 19.55133  	   Ic      	 Sbc       	14.37      	           
148.33608  	 42.84578  	:  Ia      	 Scd       	16.33      	           
 30.53446  	 19.09097  	   Ia      	 S         	17.70      	           
 39.49500  	 -1.02781  	   Ia      	 S         	18.88      	           
 48.27908  	 42.43753  	   Ia      	 S         	17.05      	           
336.62821  	 -6.39128  	   IIn     	 Sc        	15.78      	           
199.33354  	 20.63606  	   Ia      	 Sc        	14.35      	B          
 27.09258  	 11.52622  	   IIn     	 Sc        	12.90      	           
  2.52563  	 -0.43839  	   II      	 S         	15.49      	           
317.11121  	 18.18806  	   II      	 Sc        	15.37      	           
333.62350  	  5.02711  	   II      	 Sc        	15.02      	B          
144.48763  	 25.49492  	   Ia      	 Sc        	13.93      	B          
134.25404  	 13.19986  	   II      	 Sc        	14.23      	           
318.18846  	 -0.87672  	   Ia      	 Sc        	17.69      	           
 36.66183  	  0.43758  	           	NA         	NA         	NA         
 36.76617  	  0.39794  	           	           	NA         	           
 37.01946  	  0.77167  	           	NA         	NA         	NA         
 37.06325  	  0.35517  	   IIn     	NA         	NA         	NA         
 37.10096  	  0.73167  	           	NA         	NA         	NA         
 37.25196  	  0.70606  	           	NA         	NA         	NA         
166.00692  	 28.03214  	:  II      	 Sc        	12.86      	           
137.38825  	 50.28092  	   Ia      	 Sab       	15.34      	           
 36.96567  	  0.62247  	   Ia      	           	NA         	           
149.75400  	 17.82011  	   Ia      	 Sc        	14.17      	           
198.34954  	 36.63825  	   IIb     	 Sc        	10.44      	           
210.38467  	  5.36078  	           	NA         	NA         	NA         
210.31917  	  5.21358  	   Ib/c    	NA         	NA         	NA         
210.46325  	  5.09403  	   Ia      	NA         	NA         	NA         
210.49958  	  5.08322  	   Ia      	NA         	NA         	NA         
210.50396  	  5.01644  	   Ia      	NA         	NA         	NA         
210.59479  	  4.92333  	           	NA         	NA         	NA         
210.46408  	  4.88678  	   Ia      	NA         	NA         	NA         
151.09696  	  7.68008  	   Ia      	NA         	NA         	NA         
150.21950  	  6.11925  	           	NA         	NA         	NA         
150.66379  	  7.27583  	   Ia      	NA         	NA         	NA         
150.86921  	  7.41081  	   Ia      	NA         	NA         	NA         
150.08825  	  6.86772  	   Ia      	NA         	NA         	NA         
235.94108  	  7.96397  	   Ia      	NA         	NA         	NA         
159.04296  	  2.28261  	           	NA         	NA         	NA         
209.26892  	  4.51661  	   Ia      	NA         	NA         	NA         
209.01704  	  5.18197  	           	NA         	NA         	NA         
 55.17938  	 -6.41642  	:  II      	 Sc        	13.97      	           
151.63958  	  7.63422  	   Ia      	NA         	NA         	NA         
209.29983  	  4.34081  	   Ia      	NA         	NA         	NA         
146.13133  	  8.03411  	   Ia      	NA         	NA         	NA         
236.39967  	  8.28072  	   Ia      	NA         	NA         	NA         
236.64871  	  8.19067  	   Ia      	NA         	NA         	NA         
182.97158  	 24.11372  	   II      	 Sc        	12.49      	           
 36.70850  	  0.55094  	           	NA         	NA         	NA         
 36.87833  	  0.40472  	           	NA         	NA         	NA         
 36.95954  	  0.61661  	           	NA         	NA         	NA         
 37.11204  	  0.60539  	           	NA         	NA         	NA         
 37.13342  	  0.50086  	           	NA         	NA         	NA         
 37.25108  	  0.72239  	           	NA         	NA         	NA         
 37.29442  	  0.36025  	           	NA         	NA         	NA         
 37.32158  	  0.43000  	           	NA         	NA         	NA         
117.64958  	  9.97061  	           	NA         	NA         	NA         
131.91708  	 44.39992  	           	NA         	NA         	NA         
132.06283  	 44.06069  	           	NA         	NA         	NA         
132.35254  	 44.03956  	           	NA         	NA         	NA         
132.44104  	 44.25883  	           	NA         	NA         	NA         
132.45979  	 44.37272  	           	NA         	NA         	NA         
 55.98867  	 39.29428  	   IIn     	 Sa        	18.59      	           
132.46892  	 44.19383  	           	NA         	NA         	NA         
347.68058  	  7.56956  	   Ia      	 E/S0      	14.19      	           
348.29533  	 10.77367  	   II      	 Sc        	14.25      	B          
154.21125  	 60.27903  	:  Ia      	 E         	14.26      	           
 10.52267  	 36.80150  	   Ic      	 Sb        	13.92      	           
 40.63179  	 -1.01419  	   II P    	 Sb        	16.03      	           
 23.42088  	 -0.44511  	           	 S         	19.49      	           
 36.67229  	 -0.95881  	   Ia      	NA         	NA         	NA         
 31.07000  	  0.65306  	   IIb     	 S         	18.37      	           
 15.46296  	  0.68936  	   Ia      	NA         	NA         	NA         
226.53917  	 53.41156  	   II      	 Sc        	15.07      	           
117.05821  	 10.25125  	           	NA         	NA         	NA         
117.55638  	 10.28622  	           	NA         	NA         	NA         
117.66383  	 10.33864  	           	NA         	NA         	NA         
163.07883  	 57.12489  	           	NA         	NA         	NA         
163.10117  	 57.27669  	           	NA         	NA         	NA         
163.40663  	 57.25297  	           	NA         	NA         	NA         
135.18013  	 17.62100  	   II      	 Sd        	14.33      	B          
163.11129  	 57.33186  	           	NA         	NA         	NA         
 36.63879  	  0.42639  	           	NA         	NA         	NA         
 36.70196  	  0.43644  	           	NA         	NA         	NA         
 36.85971  	  0.84764  	           	NA         	NA         	NA         
 36.98383  	  0.41733  	           	NA         	NA         	NA         
 37.02971  	  0.44586  	           	NA         	NA         	NA         
 37.21575  	  0.58061  	           	NA         	NA         	NA         
 37.25121  	  0.34561  	   Ia      	NA         	NA         	NA         
 37.30283  	  0.85833  	           	NA         	NA         	NA         
131.60758  	 43.98042  	           	NA         	NA         	NA         
131.63083  	 44.06572  	           	NA         	NA         	NA         
131.79596  	 44.45750  	           	NA         	NA         	NA         
131.92833  	 44.40525  	           	NA         	NA         	NA         
131.99196  	 44.25286  	           	NA         	NA         	NA         
132.00196  	 44.32283  	           	NA         	NA         	NA         
132.19054  	 44.33122  	           	NA         	NA         	NA         
132.29163  	 44.44711  	           	NA         	NA         	NA         
132.49525  	 44.05283  	           	NA         	NA         	NA         
168.48358  	 12.30217  	   II      	 Sbc       	13.62      	           
132.28308  	 44.16672  	           	NA         	NA         	NA         
117.50821  	 10.32742  	           	NA         	NA         	NA         
117.63017  	 10.35203  	           	NA         	NA         	NA         
335.39250  	  0.26728  	   II P    	NA         	NA         	NA         
335.21879  	  0.71828  	   Ia      	NA         	NA         	NA         
 36.31483  	 -5.38889  	   Ia      	NA         	NA         	NA         
NA         	NA         	   Ia      	 S         	18.42      	           
NA         	NA         	   Ia      	 Sb        	17.07      	           
NA         	NA         	   Ia      	 S         	18.27      	           
NA         	NA         	   Ia      	           	NA         	           
NA         	NA         	   Ia      	 S         	18.21      	           
NA         	NA         	   Ia      	 S         	17.86      	B          
NA         	NA         	   Ia      	 S         	18.30      	           
NA         	NA         	   Ia      	 S         	17.90      	           
NA         	NA         	   Ia      	 E/S0      	16.41      	           
NA         	NA         	   Ia      	           	NA         	           
NA         	NA         	   Ia      	 S         	17.60      	B          
NA         	NA         	   Ia      	 S         	18.19      	           
NA         	NA         	   Ia      	           	NA         	           
159.99200  	 24.09056  	   Ia      	 Sb        	13.31      	           
NA         	NA         	   I       	NA         	NA         	NA         
178.33983  	 20.74814  	   Ia      	 Sbc       	13.60      	B          
171.33238  	 63.72100  	   II      	 Sc        	13.45      	           
202.32054  	 17.04478  	   II      	 Sc        	12.52      	           
152.98833  	 58.86747  	   II      	 Sc        	15.21      	B          
211.17892  	 -9.70825  	   Ia      	 Sb        	13.98      	           
179.35388  	 25.20250  	:  Ia      	 Sb        	13.87      	           
250.31288  	 39.29569  	   II      	 Sdm       	14.91      	           
230.48104  	  5.06169  	   II P    	 Sc        	11.20      	B          
161.21008  	  6.59744  	   II pec  	 Sc        	13.53      	           
188.73279  	 15.56875  	   II      	 Sbc       	14.66      	           
117.18867  	 10.30022  	           	NA         	NA         	NA         
117.23208  	 10.10175  	   Ia      	NA         	NA         	NA         
117.41504  	 10.31894  	           	NA         	NA         	NA         
162.55079  	 57.51989  	           	NA         	NA         	NA         
162.71258  	 57.15128  	           	NA         	NA         	NA         
163.12454  	 57.66222  	           	NA         	NA         	NA         
163.30296  	 57.00719  	           	NA         	NA         	NA         
163.33125  	 57.01017  	           	NA         	NA         	NA         
